PC1,PC2
-2.6014753681220837,-0.42206590264422217
-3.433562960480255,0.22176171983323875
0.4871260991036146,0.263073614648592
-2.5983771725554945,0.9252774532884885
-2.2967818878042636,0.26866043518803706
-2.332281412400592,1.3698541007888563
-4.144288443090293,-1.2157881948854865
-4.00675282858008,0.2714816439442386
-1.9167594815675535,1.8318903201316437
-2.4295693062751544,0.4725963998358941
-2.105238691037206,0.9711929822460321
-5.019023174617721,-0.07959989137019713
-15.654248953029565,0.9125958450556744
-5.208528523826574,-0.6968110424169035
-2.317564080182067,-0.5133951216439989
-3.6886792333581897,0.06555747758810444
-2.134989903058392,2.3503310253446115
-1.2739667133066335,-0.1154963238167509
-3.932442136106479,-0.8920673662792072
-2.2104123898669275,-0.6626463586277284
-2.2797368977301327,0.19932595614572365
-4.081172645111117,0.40761961695793736
-2.0932225084159026,2.4838704192966126
-2.9771079636065005,0.2013387518545371
-22.08612384382865,-0.23346984037615512
-6.721353072173101,0.13478199878127717
-2.565872752307356,0.31423792382818067
-2.326220831070101,-0.06661756289565693
-4.691624005587454,0.5651771296837234
-8.074542227799038,0.1063371594854667
-5.198169477114236,0.25045351238311875
-8.50682096300011,0.8987834260843236
-0.36587348774114087,0.2185573802998489
-5.243275459959817,-0.7151536211338713
-3.55893365370613,-0.4196724701142054
-1.9297301490250183,-0.703434660122809
-1.9171554787215457,-1.7359385875482332
31.164877151244223,1.0724575431884966
-2.468786532255585,-0.10452182298509217
-4.671211887538185,0.05804554569269015
0.41449301847547326,-0.3691590901091925
-2.0492588432694223,-2.158390319338988
-1.8185213860551142,0.2547795205420142
-2.4792435529253853,-0.03696835221334522
-2.198512931961086,0.7239857940111714
-3.062327430445529,-0.18210080084451974
-2.485140098883706,0.2105655679264742
-2.2420967315922486,0.014698147731374749
-8.847738429702515,0.6500482191902689
-3.2046595505343047,-0.3629224972368734
-2.4906710383062585,-0.05981916789376898
-1.8321424102801058,1.0421536991495444
-2.40733523350759,-0.46181995713103613
-2.526102379227889,0.15680007730148948
-0.4948142288921545,0.3552403482963779
-4.089523530362442,0.4774080564459213
-4.830218159900144,0.8629557187136269
0.16053355575450565,0.5516165483397256
-2.0333677545269846,-0.6041687002096128
-1.8749057401670766,1.224727456272979
-3.5094530262251653,0.47756324252970367
-2.6431649646279007,-0.43324488990347865
-1.5434112984458284,-3.1690420592605206
-2.4278755885871925,-0.6450446526402287
-6.006700120839502,0.5965354816426895
-2.7015104222102218,0.17173467974910542
-1.2823410006326268,2.559317000944816
-2.060602306186831,1.8750622220785915
-3.7028392124025657,-0.7888637543199423
-2.869366564337841,0.27188051744830133
-6.743357293960663,0.45215505824496205
-3.551662736596141,-0.945453968420663
-4.2384031439629,-0.35403455559473124
-2.605016231831785,0.13226174989989203
-3.8655590345504915,-1.5369723467454501
10.395792130028045,-0.7288496523195491
-2.10984099427833,0.6069037719003233
-1.5089535553080082,-0.31259031272531446
-1.7314835865336753,0.1995109247767313
17.614396711184966,1.2383533727808402
-2.464678501339144,-0.10322922430466555
-1.6529155660138461,2.021830838133767
-3.376945580890398,-0.06365529451606472
-2.3495454444957775,-0.0802690365848903
-2.586018584524291,0.0649722818900629
-2.7698065890061403,0.521919193953682
-1.8878216354076467,-0.011597151347508682
-6.5674877096748885,-2.883391455248717
-3.5659367360097476,0.3356495646705029
-6.4188628254073565,-0.35840150150978645
-2.588658896636154,-0.8767224045004471
-8.547918019904746,-1.7821959032160637
-2.582446255768684,0.9971991696237642
-4.284566071493902,0.18167864699296793
-3.1457898339826302,-0.1777041212526335
-3.599317662766809,0.7789961888960969
-2.207641652368498,1.4104626206629387
-4.749932353150636,-1.835004359150123
-2.1816972175560414,2.18463213860608
-1.9721945660309357,1.1118896962450102
-1.799589801667365,-1.6555227699313837
-3.6379640693968565,-0.17061998862407102
-3.177655733526755,0.47496342347398146
-1.9320538221175174,-0.37243624470264386
-3.2645324772368958,-0.07555678847793018
-1.9710008819141862,-1.5177653458104177
-4.0086034987833115,-0.36991931206401923
-3.1968618709545655,-0.18895218814938575
-5.581130279773232,0.47994213488691634
-2.0842961743513677,-0.7910005284350922
-2.3162967859998105,2.080935205517558
18.714923356781544,0.8399876345556748
-2.413272007283918,0.4490862680876469
-5.270968437093745,0.3296726136840111
-2.3604375775550848,-0.3153395905742149
-2.444661492391468,0.19903255408814624
-2.287066856759203,-1.6490068600567358
-4.497604692396014,-0.44065565372571247
-5.687121558869168,-1.2363539958937613
-2.084757952925933,0.7959402364177403
-2.0357006496160643,0.1709045467629597
-2.9514283152404195,0.27591590737499094
-2.18229409020877,-1.442446210851223
-4.000380339958256,0.5653077349952286
-3.368635960617903,-0.6483722149718341
5.991879581538613,0.5996399598817652
-5.898298363746478,0.12055277912317164
-1.9471716635577039,-1.3418077966002195
-2.851528924027168,0.04986727580541476
-3.3640175325769333,-0.4542104047976402
-2.604391573433654,0.8254830321550355
-1.7986262278276073,-0.6159951104152583
1.839075578777153,-0.8621155341414358
-48.73192746980359,0.38298415857923207
-2.2766153880256197,1.8428221379398237
-2.03473366713742,2.0177496635548993
-2.566072963351292,-0.2017880733242987
-2.206644840067487,1.7605887312833433
-2.9837648927631637,-0.2928781453427311
0.9635887097804696,-0.7280280161377478
-4.206155581037686,0.8815611468973559
-2.0250358701589253,-1.1665317916528721
-2.316921902581625,-0.5563394875062875
-2.9521577943205846,0.14681590806165873
-2.223701944027393,-0.3243906279900597
14.5522744310023,0.9813501144022804
-8.703643066379612,0.7441893608453996
-1.8516434107906736,0.7518284038456294
-1.8784710562726055,-1.2291930615020323
-2.2623642657816396,-0.5794554476026994
-3.380041872318392,-0.22504773821150093
-1.4576623050106021,-1.207514316049709
-1.464377965172368,0.743840239632698
-6.177407786986154,0.1466903894227594
-2.1428645628350425,1.642043241573687
-1.577979250102433,-1.304238671659536
-5.0009941020950155,-0.6468750693278643
-4.232594420531183,0.5206406434894814
-7.853153613251455,-0.1846401486102055
-1.8382787478850393,-1.357848397098884
-1.733159486988967,-1.505726906452357
-2.356335166448494,0.288662367353523
-11.421945661843745,0.9201848984068257
-11.453484283000096,-2.233243689023215
-1.8595191537558906,-0.7251080085436722
-2.3678960739730694,0.9550464507524413
-2.1712552470343423,-0.1704471580692004
-2.043257735289637,-0.39651572575502225
-4.243465238115063,0.45897384770553046
-2.1547343735179068,0.40641738980532827
-2.4466797000086853,0.6846404256719162
-2.6134023309077845,-0.8252631934711707
-2.056368191618133,-1.006119080741083
-5.376299728407207,1.6056425617746632
0.5233793686563715,0.787532483312513
-2.200116292907141,2.064596684860328
-5.673663313221106,0.5549013184682718
-1.6903688353703354,-1.6334868404198213
-4.787198642411907,1.1784867047682905
-10.929318845199827,-1.8132424521594963
-2.3564735795423175,0.45509934534958785
-2.2289261415705464,0.8307635811096947
-2.143766823533332,0.002442996529358413
-2.4366798152345845,0.7416926807200761
-2.0549993753078883,-0.5663897893617984
-3.0075485262162114,0.2453063366072898
-1.9186331640124108,-1.5980989540362422
-0.2827366815050008,0.40106719467814506
-2.0629580230427456,1.1351478355317919
-1.9034907527876317,0.07211933561810138
-1.9984881070179386,2.11438621945195
-1.7829679023517433,-1.461593293104159
-1.997536652586676,2.5752806648495694
-2.005879442562856,0.9714238557789361
-4.143987942546571,0.10474858372817586
-2.1546699369196007,0.8752919743637598
-1.9570909283284579,2.1167079937783924
-1.8499757487193662,1.8301635522258946
-3.6511183712163553,1.416093121502017
-3.5258528006393064,1.4336107768503217
-1.9519964393832663,2.4738527568218425
-2.3551400601028605,0.058981685854785415
-2.061832835696963,-1.2194931836287246
-2.115861247426083,-1.0219529218031713
-2.1476686139052794,1.2238134421676052
-3.632962421054533,2.3289368136611435
-2.232841670772652,2.36422626880054
-2.1928217507173766,-0.12279602287768303
-2.144787958551677,-0.6381882221179005
-2.0793392281083394,2.0794700902110868
-1.7316084538648746,2.3423864839124025
-2.313454571890479,1.2723336280471655
-1.8373165772990365,-0.1263657819463987
-3.525306937551612,1.707398219287104
-1.9278485174389828,-0.4656008973263245
-2.1430002717075105,0.2900240379729428
-1.367638845395344,1.015500057412347
-2.574793320917862,-1.1809705351489177
-2.0694121898267723,0.18940754611490757
5.035550801565105,1.6210604562901392
-3.9355549879890597,-0.1388611137981455
-2.070904960536824,0.40308989837569004
-2.6784118720034216,0.562903511866041
-1.6905153274045857,2.6391248896496933
-1.0286224979517238,0.5021558281390933
-4.838358397714141,-0.4160733671166093
-2.2887594929993065,-1.7729687392675226
-2.2642085866603847,-0.7019745227045974
-2.3758807713714796,0.5691767926088714
-2.3756822264187627,-0.500079527368357
-2.034707766942782,-0.8190630071982987
-3.042653043970604,0.10103568281163505
-2.0536277792676136,-1.4945124562146699
-53.16821662031804,0.9234779008787957
-1.8913231813719535,0.33034327816074527
-1.9357587500356859,0.37064857010063107
-1.5831828829785717,-0.35881553358563023
-1.9618147550610898,2.933993295274116
-2.0160129931246793,1.4314233589281355
-2.2338247693712407,1.8529184168700064
-4.192362726575403,1.219649343343912
-2.0581111250020645,0.704107539127981
-1.7251884567241857,-1.0880512203144284
-1.565559222461153,0.09338704925210668
-4.026884020388278,3.225515564604456
-3.543982667817723,0.833492009427118
-1.7596925885050636,2.959776563686113
-2.4159479716011116,-0.3373095118539566
-1.8396432236392732,0.4005868137552094
-2.2833541904963437,-1.3868670272656383
-2.130464158172529,-0.005693182777664566
-3.9708293721600603,3.336117591358307
-2.009598597689497,-0.6497979259770207
-2.3077469154925243,1.3128250862059958
-1.9921186014237118,-0.9416689119618964
-2.1457326069054554,0.5391439706332308
-1.9423446077400515,2.44373257545289
-3.999030790096009,2.5755218143880767
-2.328539998568523,1.6478211207917561
-1.817434335426445,2.563412756115305
-2.2064825952465728,-0.1965568528776892
-1.8898907562382559,1.3452859772306927
-4.192282584045234,0.8949366250611054
-3.317698098137136,0.19224190606245675
-4.20805488429263,-2.403593935357339
-2.934154023516809,-1.2848768178875691
-3.993704704791135,-1.3199209170017938
-4.214971076934344,-0.2617331178014151
-4.956963394516101,-0.24538057722317533
-3.024607713364618,-0.0706945123325989
-3.00169132207326,0.17815811559943223
-2.0370912351855823,0.3061233267337657
-2.24106435784768,-0.4231342684490887
-0.9446468436009007,0.30364383690993857
-3.769523787147869,-0.3446384686061943
-1.4039866294735361,0.6661426323222074
-1.561936140709334,-2.06051548777324
-3.259597529761992,0.07386948523414413
-2.4995738412941697,0.3687818395158381
-1.893303945613983,-1.0412322924091457
-2.762788901941446,0.29642990928805785
-2.2125651303183096,0.5206196407474264
-2.0947788762259356,0.6540951699436593
-2.452907714355626,0.36794652047747173
-4.822070008673936,-0.31725019585248637
